The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|        OLAF        ||      EP192015      ||      3012.68       ||        9.3         ||       20.28        ||    217910250.0     ||      2660.16       |
|      PATRICIA      ||      EP202015      ||      1185.43       ||       11.62        ||       22.44        ||    160682500.0     ||      2096.48       |
|        RICK        ||      EP212015      ||      1433.28       ||        7.46        ||       12.61        ||     5046750.0      ||        0.0         |
|       SANDRA       ||      EP222015      ||      1327.97       ||        9.22        ||       14.79        ||     76693500.0     ||      1708.46       |
|        NINE        ||      CP092015      ||       484.52       ||        4.25        ||        9.07        ||     1448250.0      ||        0.0         |
|        PALI        ||      CP012016      ||       1212.2       ||        4.93        ||       10.77        ||     36586500.0     ||      1068.85       |
|        ONE         ||      EP012016      ||       335.93       ||        7.0         ||       11.42        ||     1091250.0      ||        0.0         |
|       AGATHA       ||      EP022016      ||      1673.31       ||        9.96        ||       13.47        ||     5360250.0      ||        0.0         |
|        BLAS        ||      EP032016      ||      2145.83       ||        9.93        ||       14.72        ||    112871250.0     ||      2218.51       |
|       CELIA        ||      EP042016      ||      3851.97       ||       10.35        ||       14.88        ||     47205000.0     ||      1354.57       |
|       DARBY        ||      EP052016      ||      2042.28       ||        9.46        ||       11.63        ||     89698500.0     ||      1747.27       |
|      ESTELLE       ||      EP062016      ||      2223.26       ||       10.01        ||       14.97        ||     24859500.0     ||        0.0         |
|       FRANK        ||      EP072016      ||      1667.61       ||        7.31        ||       13.32        ||     29252250.0     ||       507.95       |
|     GEORGETTE      ||      EP082016      ||      1852.26       ||        8.58        ||       13.66        ||     57439500.0     ||       661.57       |
|       HOWARD       ||      EP092016      ||      2153.86       ||       12.82        ||       15.82        ||     7856250.0      ||        0.0         |
|       IVETTE       ||      EP102016      ||       2163.5       ||       11.27        ||       16.93        ||     10305750.0     ||        0.0         |
|       JAVIER       ||      EP112016      ||       761.66       ||        8.4         ||       10.97        || 5457208.333333333  ||        0.0         |
|        KAY         ||      EP122016      ||      1645.12       ||        7.41        ||       10.13        ||     8427750.0      ||        0.0         |
|       LESTER       ||      EP132016      ||      1877.55       ||       10.43        ||       14.34        ||    128765250.0     ||      1703.78       |
|      MADELINE      ||      EP142016      ||       243.81       ||        8.13        ||        9.04        ||     2850750.0      ||        0.0         |
|       NEWTON       ||      EP152016      ||      1221.28       ||       12.63        ||       17.08        || 18202854.166666668 ||      2707.06       |
|       ORLENE       ||      EP162016      ||      1172.96       ||        7.24        ||       11.83        ||     45684000.0     ||      1068.85       |
|       PAINE        ||      EP172016      ||       986.01       ||       11.74        ||       13.77        ||     14512500.0     ||      1214.81       |
|       ROSLYN       ||      EP182016      ||       734.63       ||        5.83        ||        9.78        ||     5103000.0      ||        0.0         |
|       ULIKA        ||      EP192016      ||       1574.3       ||        8.75        ||       18.16        ||     12313500.0     ||       218.76       |
|      SEYMOUR       ||      EP202016      ||      1899.71       ||        9.89        ||       13.87        ||     91165500.0     ||       661.57       |
|        TINA        ||      EP212016      ||       492.28       ||        3.91        ||        6.03        ||     2049750.0      ||        0.0         |
|        OTTO        ||      EP222016      ||      1215.85       ||        5.75        ||        16.1        || 38111270.83333333  ||       601.23       |
|       ADRIAN       ||      EP012017      ||       342.98       ||        5.72        ||       11.46        ||     1649250.0      ||        0.0         |
|      BEATRIZ       ||      EP022017      ||       177.17       ||        4.22        ||        6.64        ||     1895250.0      ||        0.0         |
|       CALVIN       ||      EP032017      ||       161.37       ||        3.84        ||        5.07        ||     1451250.0      ||        0.0         |
|        DORA        ||      EP042017      ||      1408.16       ||        8.38        ||       13.05        ||     22596750.0     ||       823.45       |
|       EUGENE       ||      EP052017      ||      1318.65       ||        8.14        ||        9.84        ||     37529250.0     ||      1461.55       |
|      FERNANDA      ||      EP062017      ||      2433.96       ||        9.01        ||       12.17        ||    168947250.0     ||      1422.28       |
|        GREG        ||      EP072017      ||       2330.4       ||        9.96        ||       12.96        ||     14376000.0     ||        0.0         |
|        N/A         ||      EP082017      ||       627.04       ||        6.15        ||        9.26        ||     2071500.0      ||        0.0         |
|       HILARY       ||      EP092017      ||      2972.24       ||       10.77        ||       16.15        ||     65407500.0     ||       746.35       |
|       IRWIN        ||      EP102017      ||      1744.55       ||        5.93        ||        11.9        ||     39471000.0     ||       364.26       |
|        N/A         ||      EP112017      ||       523.15       ||        5.45        ||       13.86        ||     1404750.0      ||        0.0         |
|        JOVA        ||      EP122017      ||      1498.73       ||       11.35        ||       14.09        ||     2532750.0      ||        0.0         |
|      KENNETH       ||      EP132017      ||      2040.65       ||        8.3         ||       14.64        ||     58203750.0     ||      1137.61       |
